ID объекта;Район;Тип планировки;Количество комнат;Первый/Последний этаж;Общая площадь (м2);Жилая площадь (м2);Площадь кухни (м2);Наличие агенства;Состояние;Стоимость (т.руб.)
112;Ленинский;хрущевка;2;ИСТИНА;42;28;6;ЛОЖЬ;4;1500
113;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;54;32;9;ЛОЖЬ;5;1630
116;Ленинский;сталинка;2;ИСТИНА;63;35;11;ИСТИНА;3;1590
118;Орджоникидзевский;сталинка;2;ЛОЖЬ;50;33;6;ЛОЖЬ;3;1190
120;Правобережный;брежневка;2;ИСТИНА;44;32;6;ЛОЖЬ;4;1200
122;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;64;35;14;ИСТИНА;4;2200
125;Правобережный;Нестандартная;2;ИСТИНА;60;35;10;ИСТИНА;5;2250
126;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;49;26;9;ЛОЖЬ;2;1500
132;Правобережный;хрущевка;2;ЛОЖЬ;45;28;6;ЛОЖЬ;3;1250
138;Правобережный;хрущевка;2;ЛОЖЬ;44;29;6;ЛОЖЬ;3;1300
143;Ленинский;сталинка;2;ИСТИНА;54;33;8;ИСТИНА;2;1400
152;Ленинский;сталинка;2;ЛОЖЬ;44;27;8;ЛОЖЬ;4;1130
154;Ленинский;сталинка;2;ЛОЖЬ;52;29;7;ЛОЖЬ;3;1330
160;Ленинский;хрущевка;2;ЛОЖЬ;42;29;6;ЛОЖЬ;4;1270
162;Правобережный;Улучшенная;2;ЛОЖЬ;49;29;9;ЛОЖЬ;3;1500
165;Правобережный;брежневка;2;ЛОЖЬ;45;30;6;ЛОЖЬ;4;1300
173;Правобережный;брежневка;2;ИСТИНА;45;30;6;ИСТИНА;5;1700
174;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;53;30;9;ЛОЖЬ;4;1550
176;Ленинский;сталинка;2;ЛОЖЬ;44;28;6;ИСТИНА;3;1400
178;Орджоникидзевский;Улучшенная;2;ИСТИНА;52;30;9;ИСТИНА;4;1700
182;Правобережный;Улучшенная;2;ЛОЖЬ;51;32;8;ЛОЖЬ;3;1450
201;Правобережный;брежневка;2;ИСТИНА;43;31;6;ЛОЖЬ;3;1310
202;Орджоникидзевский;брежневка;2;ЛОЖЬ;44;28;6;ЛОЖЬ;4;1330
210;Орджоникидзевский;брежневка;2;ИСТИНА;44;28;6;ЛОЖЬ;4;1450
211;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;4;1550
215;Орджоникидзевский;Нестандартная;2;ИСТИНА;68;36;13;ЛОЖЬ;3;1550
216;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;30;9;ИСТИНА;5;1670
218;Правобережный;хрущевка;2;ИСТИНА;45;28;6;ИСТИНА;4;1250
220;Правобережный;брежневка;2;ЛОЖЬ;47;33;6;ЛОЖЬ;3;1430
223;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;85;55;14;ИСТИНА;5;2900
224;Ленинский;сталинка;2;ИСТИНА;56;32;9;ЛОЖЬ;5;1720
225;Правобережный;Нестандартная;2;ИСТИНА;52;31;10;ЛОЖЬ;4;2300
227;Правобережный;Улучшенная;2;ЛОЖЬ;53;34;9;ЛОЖЬ;3;1470
230;Правобережный;Нестандартная;2;ЛОЖЬ;73;42;12;ЛОЖЬ;5;2200
231;Ленинский;сталинка;2;ЛОЖЬ;54;33;7;ЛОЖЬ;3;1600
235;Орджоникидзевский;брежневка;2;ИСТИНА;45;32;6;ИСТИНА;3;1330
238;Ленинский;сталинка;2;ИСТИНА;53;32;6;ЛОЖЬ;3;1000
240;Правобережный;хрущевка;2;ИСТИНА;44;29;6;ЛОЖЬ;4;1350
241;Ленинский;сталинка;2;ЛОЖЬ;42;29;6;ЛОЖЬ;3;1350
244;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;53;30;9;ЛОЖЬ;4;1550
252;Ленинский;сталинка;2;ЛОЖЬ;44;27;8;ЛОЖЬ;4;1130
253;Правобережный;хрущевка;2;ЛОЖЬ;45;29;6;ЛОЖЬ;4;1300
258;Ленинский;сталинка;2;ЛОЖЬ;49;30;7;ИСТИНА;3;1470
264;Правобережный;Улучшенная;2;ЛОЖЬ;49;29;9;ЛОЖЬ;3;1630
266;Правобережный;Улучшенная;2;ЛОЖЬ;51;30;9;ЛОЖЬ;5;1690
269;Орджоникидзевский;Нестандартная;2;ИСТИНА;84;50;15;ЛОЖЬ;3;2200
274;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;52;31;9;ЛОЖЬ;4;1700
275;Ленинский;сталинка;2;ЛОЖЬ;44;30;7;ЛОЖЬ;4;900
276;Правобережный;сталинка;2;ЛОЖЬ;40;25;6;ЛОЖЬ;4;1150
281;Ленинский;сталинка;2;ИСТИНА;51;34;8;ИСТИНА;4;1490
282;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ЛОЖЬ;4;1600
287;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ЛОЖЬ;4;1600
292;Ленинский;сталинка;2;ЛОЖЬ;50;32;7;ИСТИНА;5;1130
296;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;52;32;9;ЛОЖЬ;5;1750
299;Правобережный;брежневка;2;ЛОЖЬ;47;33;6;ЛОЖЬ;4;1430
301;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;57;41;9;ИСТИНА;4;1750
312;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;51;30;9;ЛОЖЬ;3;1510
317;Правобережный;хрущевка;2;ЛОЖЬ;45;29;6;ЛОЖЬ;4;1300
318;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ЛОЖЬ;4;1600
320;Правобережный;хрущевка;2;ИСТИНА;44;29;6;ЛОЖЬ;4;1350
321;Ленинский;сталинка;2;ЛОЖЬ;53;34;7;ЛОЖЬ;3;1100
326;Ленинский;хрущевка;2;ЛОЖЬ;42;29;6;ИСТИНА;3;1260
327;Ленинский;сталинка;2;ИСТИНА;46;28;6;ИСТИНА;4;1000
329;Ленинский;сталинка;2;ИСТИНА;58;33;14;ЛОЖЬ;3;1600
337;Ленинский;хрущевка;2;ИСТИНА;40;27;5;ИСТИНА;4;900
346;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;54;32;9;ЛОЖЬ;5;2000
347;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;54;31;9;ЛОЖЬ;3;1630
350;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;54;31;9;ЛОЖЬ;4;1620
351;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;32;8;ЛОЖЬ;4;1760
355;Правобережный;хрущевка;2;ИСТИНА;44;30;6;ЛОЖЬ;3;1180
367;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;50;29;9;ИСТИНА;2;1480
368;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;58;37;8;ЛОЖЬ;4;1660
369;Ленинский;сталинка;2;ЛОЖЬ;44;27;8;ЛОЖЬ;4;1130
375;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;3;1550
384;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;58;36;9;ЛОЖЬ;4;1800
387;Орджоникидзевский;Улучшенная;2;ИСТИНА;73;0;16;ИСТИНА;5;2100
397;Ленинский;сталинка;2;ЛОЖЬ;52;32;5;ЛОЖЬ;3;1400
398;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;69;43;12;ЛОЖЬ;3;1900
399;Орджоникидзевский;Нестандартная;2;ИСТИНА;64;38;13;ЛОЖЬ;4;1730
401;Орджоникидзевский;брежневка;2;ЛОЖЬ;62;45;6;ЛОЖЬ;4;1780
405;Правобережный;хрущевка;2;ИСТИНА;45;30;6;ЛОЖЬ;4;1300
407;Ленинский;сталинка;2;ЛОЖЬ;60;36;9;ЛОЖЬ;3;1650
408;Орджоникидзевский;Улучшенная;2;ИСТИНА;49;24;10;ИСТИНА;4;1540
409;Правобережный;Улучшенная;2;ИСТИНА;50;30;8;ЛОЖЬ;5;1690
411;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;4;1600
414;Ленинский;сталинка;2;ИСТИНА;59;36;6;ЛОЖЬ;3;1100
420;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;51;30;9;ЛОЖЬ;3;1510
421;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;60;47;10;ИСТИНА;5;1830
423;Правобережный;хрущевка;2;ИСТИНА;45;30;6;ЛОЖЬ;3;1300
428;Ленинский;сталинка;2;ИСТИНА;60;33;9;ЛОЖЬ;3;1700
430;Правобережный;хрущевка;2;ЛОЖЬ;45;29;6;ЛОЖЬ;4;1300
431;Ленинский;сталинка;2;ИСТИНА;44;29;5;ЛОЖЬ;4;1290
443;Правобережный;хрущевка;2;ЛОЖЬ;44;29;6;ЛОЖЬ;4;1350
444;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;4;1600
447;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;5;1730
449;Орджоникидзевский;Улучшенная;2;ИСТИНА;52;31;9;ЛОЖЬ;3;1350
452;Правобережный;хрущевка;2;ИСТИНА;45;30;6;ЛОЖЬ;3;1300
453;Правобережный;хрущевка;2;ИСТИНА;46;34;6;ЛОЖЬ;4;1420
455;Правобережный;брежневка;2;ИСТИНА;44;28;6;ЛОЖЬ;3;1400
457;Ленинский;сталинка;2;ИСТИНА;44;29;5;ЛОЖЬ;4;1290
458;Ленинский;сталинка;2;ЛОЖЬ;47;30;7;ЛОЖЬ;4;1200
460;Орджоникидзевский;Нестандартная;2;ИСТИНА;65;36;13;ЛОЖЬ;3;2200
464;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;30;9;ИСТИНА;3;1500
472;Ленинский;сталинка;2;ЛОЖЬ;65;39;8;ЛОЖЬ;3;1650
473;Ленинский;сталинка;2;ЛОЖЬ;60;36;9;ИСТИНА;3;1650
476;Правобережный;брежневка;2;ЛОЖЬ;47;33;6;ЛОЖЬ;3;1430
477;Ленинский;сталинка;2;ЛОЖЬ;59;33;10;ЛОЖЬ;4;1700
481;Ленинский;сталинка;2;ЛОЖЬ;60;33;9;ЛОЖЬ;3;1600
482;Правобережный;хрущевка;2;ЛОЖЬ;44;32;5;ЛОЖЬ;3;1300
483;Правобережный;хрущевка;2;ЛОЖЬ;45;29;6;ЛОЖЬ;4;1300
493;Правобережный;брежневка;2;ЛОЖЬ;47;33;6;ЛОЖЬ;4;1400
498;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;53;30;9;ЛОЖЬ;4;1550
501;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;64;35;14;ИСТИНА;4;2200
502;Ленинский;сталинка;2;ИСТИНА;70;45;11;ИСТИНА;3;1600
504;Правобережный;Нестандартная;2;ЛОЖЬ;51;30;9;ЛОЖЬ;3;1700
505;Ленинский;хрущевка;2;ЛОЖЬ;41;29;6;ЛОЖЬ;4;1260
506;Ленинский;сталинка;2;ЛОЖЬ;60;33;9;ЛОЖЬ;4;1850
508;Правобережный;хрущевка;2;ЛОЖЬ;44;32;5;ЛОЖЬ;3;1300
511;Ленинский;сталинка;2;ИСТИНА;67;37;14;ИСТИНА;4;1690
512;Правобережный;хрущевка;2;ЛОЖЬ;45;28;6;ЛОЖЬ;3;1250
514;Ленинский;сталинка;2;ИСТИНА;42;28;5;ИСТИНА;4;1200
517;Ленинский;хрущевка;2;ИСТИНА;40;28;7;ЛОЖЬ;4;1150
520;Правобережный;хрущевка;2;ИСТИНА;44;30;6;ЛОЖЬ;3;1180
526;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;53;30;8;ЛОЖЬ;4;1550
534;Ленинский;хрущевка;2;ИСТИНА;43;30;6;ИСТИНА;4;1250
537;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;56;36;9;ЛОЖЬ;3;1550
538;Ленинский;сталинка;2;ЛОЖЬ;55;34;8;ЛОЖЬ;4;2200
544;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;64;35;14;ИСТИНА;3;2200
555;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;48;30;9;ЛОЖЬ;4;1450
557;Орджоникидзевский;Нестандартная;2;ИСТИНА;78;39;10;ЛОЖЬ;3;1700
560;Ленинский;Нестандартная;2;ЛОЖЬ;60;32;12;ИСТИНА;5;1620
563;Ленинский;хрущевка;2;ЛОЖЬ;42;29;6;ЛОЖЬ;4;1270
565;Правобережный;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;5;1660
567;Ленинский;сталинка;2;ИСТИНА;44;29;5;ЛОЖЬ;3;1290
569;Ленинский;сталинка;2;ЛОЖЬ;50;29;10;ИСТИНА;4;1520
570;Орджоникидзевский;Улучшенная;2;ИСТИНА;51;30;9;ИСТИНА;4;1500
573;Ленинский;хрущевка;2;ИСТИНА;44;28;6;ИСТИНА;4;1250
575;Ленинский;сталинка;2;ЛОЖЬ;62;36;8;ИСТИНА;4;1890
582;Правобережный;брежневка;2;ЛОЖЬ;47;34;6;ЛОЖЬ;3;1300
586;Правобережный;хрущевка;2;ЛОЖЬ;45;33;6;ИСТИНА;3;1200
587;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;52;32;9;ИСТИНА;4;1700
588;Ленинский;сталинка;2;ЛОЖЬ;70;34;16;ИСТИНА;4;1950
591;Правобережный;брежневка;2;ЛОЖЬ;43;27;6;ЛОЖЬ;4;1450
593;Ленинский;хрущевка;2;ИСТИНА;45;28;6;ИСТИНА;3;835
595;Ленинский;сталинка;2;ЛОЖЬ;43;29;6;ЛОЖЬ;3;1380
597;Правобережный;хрущевка;2;ЛОЖЬ;46;30;6;ЛОЖЬ;3;1250
598;Орджоникидзевский;сталинка;2;ЛОЖЬ;55;30;9;ИСТИНА;3;1630
599;Правобережный;хрущевка;2;ЛОЖЬ;44;30;6;ИСТИНА;3;1300
605;Ленинский;Нестандартная;2;ЛОЖЬ;49;37;11;ИСТИНА;4;1250
608;Ленинский;свердловский вариант;2;ИСТИНА;57;31;9;ЛОЖЬ;3;1360
611;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;85;42;12;ЛОЖЬ;3;2350
616;Орджоникидзевский;сталинка;2;ИСТИНА;55;34;9;ЛОЖЬ;4;1750
622;Орджоникидзевский;Улучшенная;2;ИСТИНА;49;29;8;ЛОЖЬ;3;1310
623;Ленинский;сталинка;2;ИСТИНА;44;29;5;ЛОЖЬ;3;1290
624;Правобережный;хрущевка;2;ИСТИНА;46;31;6;ИСТИНА;5;1410
626;Правобережный;Улучшенная;2;ЛОЖЬ;53;34;9;ЛОЖЬ;3;1470
629;Ленинский;сталинка;2;ЛОЖЬ;52;32;6;ЛОЖЬ;4;1850
630;Ленинский;сталинка;2;ИСТИНА;52;27;9;ИСТИНА;4;1650
631;Правобережный;хрущевка;2;ИСТИНА;44;31;6;ЛОЖЬ;3;1300
636;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;3;1430
639;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;52;32;9;ЛОЖЬ;4;1750
643;Ленинский;сталинка;2;ЛОЖЬ;65;34;8;ИСТИНА;3;1840
644;Правобережный;Улучшенная;2;ЛОЖЬ;53;34;9;ЛОЖЬ;3;1470
645;Ленинский;сталинка;2;ИСТИНА;44;29;6;ЛОЖЬ;5;1320
648;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ЛОЖЬ;3;1600
649;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;45;28;9;ЛОЖЬ;4;1550
651;Орджоникидзевский;Улучшенная;2;ИСТИНА;48;30;9;ЛОЖЬ;4;1450
654;Ленинский;сталинка;2;ИСТИНА;44;27;8;ЛОЖЬ;4;1130
655;Орджоникидзевский;брежневка;2;ЛОЖЬ;42;27;6;ЛОЖЬ;3;1250
656;Ленинский;сталинка;2;ИСТИНА;44;29;6;ЛОЖЬ;5;1320
658;Ленинский;сталинка;2;ЛОЖЬ;47;30;7;ЛОЖЬ;4;1200
661;Ленинский;сталинка;2;ЛОЖЬ;54;33;7;ИСТИНА;3;1600
668;Ленинский;сталинка;2;ЛОЖЬ;44;30;7;ЛОЖЬ;4;900
670;Правобережный;хрущевка;2;ЛОЖЬ;44;31;6;ЛОЖЬ;3;1300
672;Орджоникидзевский;Улучшенная;2;ИСТИНА;48;26;9;ЛОЖЬ;5;1560
677;Ленинский;сталинка;2;ИСТИНА;69;38;10;ЛОЖЬ;3;1350
682;Орджоникидзевский;Нестандартная;2;ЛОЖЬ;68;39;13;ИСТИНА;4;1900
685;Ленинский;сталинка;2;ЛОЖЬ;60;33;8;ЛОЖЬ;5;1950
687;Правобережный;хрущевка;2;ЛОЖЬ;46;30;6;ЛОЖЬ;3;1250
689;Правобережный;хрущевка;2;ЛОЖЬ;44;32;6;ЛОЖЬ;3;1290
691;Орджоникидзевский;Улучшенная;2;ИСТИНА;50;30;9;ИСТИНА;3;1500
694;Правобережный;хрущевка;2;ИСТИНА;44;30;6;ЛОЖЬ;3;1180
697;Правобережный;свердловский вариант;2;ИСТИНА;47;28;9;ИСТИНА;4;1650
698;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ИСТИНА;4;1550
701;Ленинский;Нестандартная;2;ИСТИНА;57;35;9;ЛОЖЬ;3;1650
702;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;54;31;9;ЛОЖЬ;4;1620
703;Ленинский;сталинка;2;ИСТИНА;54;32;10;ИСТИНА;4;1400
709;Ленинский;сталинка;2;ИСТИНА;60;33;9;ЛОЖЬ;4;1700
710;Орджоникидзевский;Улучшенная;2;ИСТИНА;52;31;9;ЛОЖЬ;3;1350
714;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;51;30;9;ЛОЖЬ;3;1520
715;Орджоникидзевский;свердловский вариант;2;ЛОЖЬ;52;31;9;ИСТИНА;4;1700
717;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;5;1530
719;Ленинский;сталинка;2;ЛОЖЬ;60;33;8;ЛОЖЬ;4;1950
731;Орджоникидзевский;брежневка;2;ЛОЖЬ;46;32;6;ЛОЖЬ;4;1400
733;Правобережный;хрущевка;2;ЛОЖЬ;45;28;6;ИСТИНА;4;1270
739;Ленинский;сталинка;2;ИСТИНА;56;34;9;ЛОЖЬ;5;1720
744;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;4;1550
745;Ленинский;сталинка;2;ИСТИНА;44;29;5;ЛОЖЬ;3;1290
747;Правобережный;брежневка;2;ЛОЖЬ;41;27;6;ЛОЖЬ;3;1200
752;Правобережный;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;3;1470
754;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;29;9;ИСТИНА;4;1580
755;Правобережный;хрущевка;2;ЛОЖЬ;45;28;6;ЛОЖЬ;3;1250
756;Орджоникидзевский;Улучшенная;2;ЛОЖЬ;50;30;9;ЛОЖЬ;3;1500
765;Правобережный;Улучшенная;2;ЛОЖЬ;50;30;9;ИСТИНА;3;1450
